planName,clientType,registrationMode,duration,netSales,netProfit,age,accident
B,Basic,Online,18,77,0,36,0
B,Basic,Online,39,21,0,33,0
B,Basic,Online,197,24,0,23,0
B,Basic,Online,10,20,0,36,0
B,Basic,Online,31,77,0,49,0
K,Basic,Online,51,31,0,36,0
K,Basic,Online,34,18,0,36,0
K,Basic,Online,9,10,0,36,0
K,Basic,Online,32,14,0,36,0
K,Basic,Online,30,10,0,39,0
K,Basic,Online,46,58,0,36,0
K,Basic,Online,31,30,0,36,0
K,Basic,Online,28,20,0,56,0
K,Basic,Online,2,38,0,41,0
K,Basic,Online,24,24,0,36,0
K,Basic,Online,6,10,0,36,0
K,Basic,Online,1,10,0,58,0
K,Basic,Online,3,18,0,36,0
K,Basic,Online,8,31,0,36,0
K,Basic,Online,22,79,0,36,0
K,Basic,Online,69,10,0,27,0
K,Basic,Online,5,10,0,36,0
K,Basic,Online,6,10,0,36,0
K,Basic,Online,37,36,0,36,0
K,Basic,Online,8,10,0,43,0
K,Basic,Online,51,22,0,36,0
K,Basic,Online,5,11,0,36,0
K,Basic,Online,18,27,0,36,0
K,Basic,Online,49,75,0,39,0
K,Basic,Online,26,10,0,36,0
K,Basic,Online,6,15,0,23,0
K,Basic,Online,5,11,0,36,0
K,Basic,Online,18,56,0,36,0
K,Basic,Online,45,10,0,29,0
K,Basic,Online,25,63,0,35,0
K,Basic,Online,45,53,0,36,0
K,Basic,Online,11,16,0,36,0
K,Basic,Online,66,113,0,36,0
K,Basic,Online,154,70,0,36,0
K,Basic,Online,23,37,0,36,0
K,Basic,Online,16,10,0,36,0
K,Basic,Online,1,53,0,26,0
K,Basic,Online,16,10,0,36,0
K,Basic,Online,8,45,0,36,0
A,Basic,Online,2,33,0,36,0
A,Basic,Online,19,20,0,36,0
A,Basic,Online,25,20,0,36,0
A,Basic,Online,23,20,0,36,0
Z,Premium,Online,6,39,15.6,118,0
Z,Premium,Online,9,31,12.4,118,0
Z,Premium,Online,10,39,15.6,118,0
Z,Premium,Online,12,39,15.6,118,0
Z,Premium,Online,3,124,49.6,118,0
Z,Basic,Online,13,33,12.54,48,0
P,Basic,Online,23,86,32.68,48,0
W,Premium,Online,95,11.7,3.28,48,0
W,Premium,Online,95,11.7,3.28,48,0
W,Premium,Online,95,11.7,3.28,48,0
W,Premium,Online,95,11.7,3.28,48,0
W,Premium,Online,95,11.7,3.28,48,0
W,Premium,Online,95,11.7,3.28,48,0
W,Premium,Online,113,8.63,2.42,48,0
W,Premium,Online,134,10.75,3.02,48,0
I,Premium,Online,97,30,10.5,27,0
I,Premium,Online,30,35,12.25,63,0
I,Premium,Online,23,22,7.7,42,0
I,Premium,Online,65,35,12.25,30,0
I,Premium,Online,44,22,7.7,53,0
I,Premium,Online,5,18,6.3,53,0
I,Premium,Online,20,26,9.1,48,0
I,Premium,Online,38,26,9.1,30,0
I,Premium,Online,6,22,7.7,35,0
I,Premium,Online,52,26,9.1,38,0
I,Premium,Online,3,18,6.3,45,0
I,Premium,Online,12,22,7.7,60,0
I,Premium,Online,65,22,7.7,39,0
I,Premium,Online,15,26,9.1,33,0
I,Premium,Online,15,22,7.7,49,0
I,Premium,Online,32,35,12.25,44,0
I,Premium,Online,34,35,12.25,26,0
I,Premium,Online,36,22,7.7,46,0
I,Premium,Online,25,35,12.25,48,0
I,Premium,Online,27,44,15.4,38,0
I,Premium,Online,44,35,12.25,24,0
M,Basic,Offline,79,29,9.57,66,0
Q,Basic,Online,230,-69.3,41.58,50,0
Q,Basic,Online,136,-99,59.4,26,0
Q,Basic,Online,167,-29.7,17.82,35,0
K,Basic,Online,25,-36,0,36,0
Q,Basic,Online,193,-277.2,166.32,65,0
B,Basic,Online,147,-68,0,36,0
B,Basic,Online,76,-90,0,23,0
K,Basic,Online,247,-31,0,36,0
Q,Basic,Online,43,-59.4,35.64,38,0
Q,Basic,Online,107,-89.1,53.46,31,0
Q,Basic,Online,124,-49.5,29.7,43,0
Q,Basic,Online,20,-89.1,53.46,42,0
I,Premium,Online,174,-22,7.7,36,0
C,Premium,Online,9,-28.5,9.97,48,0
Q,Basic,Online,105,-89.1,53.46,41,0
K,Basic,Online,76,-38,0,36,0
C,Premium,Online,10,-25.07,8.77,48,0
Q,Basic,Online,72,-29.7,17.82,31,0
Q,Basic,Online,114,-59.4,35.64,31,0
Q,Basic,Online,75,-49.5,29.7,49,0
B,Basic,Online,55,-112,0,43,0
Q,Basic,Online,66,-39.6,23.76,53,0
Q,Basic,Online,55,-108.9,65.34,27,0
Q,Basic,Online,72,-138.6,83.16,31,0
K,Basic,Online,92,-50,0,36,0
Q,Basic,Online,6,-39.6,23.76,44,0
P,Basic,Online,16,-86,32.68,22,0
K,Basic,Online,34,-75,0,36,0
Q,Basic,Online,75,-158.4,95.04,50,0
B,Basic,Online,63,-27,0,36,0
Q,Basic,Online,72,-19.8,11.88,39,0
Q,Basic,Online,9,-19.8,11.88,32,0
Q,Basic,Online,38,-39.6,23.76,32,0
Q,Basic,Online,195,-29.7,17.82,27,0
Q,Basic,Online,39,-39.6,23.76,31,0
B,Basic,Online,41,-38,0,36,0
K,Basic,Online,41,-10,0,45,0
K,Basic,Online,58,-67,0,36,0
K,Basic,Online,15,-29,0,36,0
K,Basic,Online,15,-29,0,36,0
Q,Basic,Online,74,-49.5,29.7,31,0
A,Basic,Online,69,-27,0,24,0
A,Basic,Online,68,-27,0,24,0
Q,Basic,Online,12,-89.1,53.46,59,0
Q,Basic,Online,41,-9.9,5.94,27,0
K,Basic,Online,10,-16,0,36,0
K,Basic,Online,24,-22,0,36,0
Q,Basic,Online,6,-39.6,23.76,36,0
K,Basic,Online,18,-56,0,36,0
K,Basic,Online,25,-63,0,35,0
K,Basic,Online,154,-70,0,36,0
I,Premium,Online,25,-35,12.25,48,0
C,Premium,Online,4,8.3,2.91,48,0
C,Premium,Online,1,18.34,6.42,48,0
J,Premium,Online,8,17,4.25,43,0
J,Premium,Online,27,62,15.5,30,0
J,Premium,Online,15,34.5,8.63,24,0
J,Premium,Online,3,13.5,3.38,26,0
J,Premium,Online,8,34,8.5,27,0
J,Premium,Online,10,23.5,5.88,22,0
J,Premium,Online,18,29.5,7.38,33,0
R,Premium,Online,35,100.5,25.13,24,0
R,Premium,Online,3,18.5,4.63,33,0
R,Premium,Online,18,54.5,13.63,31,0
R,Premium,Online,37,62,15.5,38,0
R,Premium,Online,29,18.5,4.63,36,0
R,Premium,Online,64,63.5,15.88,60,0
R,Premium,Online,10,33.5,8.38,28,0
R,Premium,Online,8,24.5,6.13,29,0
R,Premium,Online,52,132.5,33.13,39,0
R,Premium,Online,51,100.5,25.13,25,1
R,Premium,Online,17,63.5,15.88,32,0
R,Premium,Online,7,33.5,8.38,35,0
E,Premium,Online,364,252.85,63.21,73,0
E,Premium,Online,365,252.85,63.21,32,0
Q,Basic,Online,11,0,41.58,58,0
Q,Basic,Online,5,39.6,23.76,35,0
Q,Basic,Online,23,59.4,35.64,30,0
Q,Basic,Online,10,89.1,53.46,24,0
Q,Basic,Online,13,0,41.58,44,0
Q,Basic,Online,26,99,59.4,64,1
Q,Basic,Online,39,89.1,53.46,58,0
Q,Basic,Online,9,29.7,17.82,51,0
Q,Basic,Online,15,0,23.76,51,0
Q,Basic,Online,28,39.6,23.76,31,0
Q,Basic,Online,61,59.4,35.64,39,0
Q,Basic,Online,10,49.5,29.7,38,0
Q,Basic,Online,16,39.6,23.76,61,0
Q,Basic,Online,31,39.6,23.76,54,0
Q,Basic,Online,22,99,59.4,60,0
Q,Basic,Online,17,29.7,17.82,31,0
Q,Basic,Online,9,9.9,5.94,31,0
Q,Basic,Online,4,29.7,17.82,55,0
Q,Basic,Online,24,49.5,29.7,33,0
B,Basic,Online,118,21,0,36,0
B,Basic,Online,26,20,0,36,0
B,Basic,Online,96,74,0,36,0
B,Basic,Online,39,20,0,36,0
B,Basic,Online,5,93,0,36,0
B,Basic,Online,80,78,0,36,0
B,Basic,Online,78,20,0,36,0
B,Basic,Online,78,20,0,36,0
B,Basic,Online,12,51,0,36,0
B,Basic,Online,6,35,0,36,0
B,Basic,Online,34,112,0,36,1
B,Basic,Online,45,20,0,36,0
B,Basic,Online,45,20,0,36,0
B,Basic,Online,10,33,0,36,0
B,Basic,Online,5,23,0,36,0
B,Basic,Online,98,98,0,36,0
B,Basic,Online,22,31,0,20,0
B,Basic,Online,22,31,0,20,0
B,Basic,Online,40,20,0,36,0
B,Basic,Online,69,24,0,36,0
B,Basic,Online,189,24,0,36,0
B,Basic,Online,70,112,0,49,0
B,Basic,Online,101,20,0,36,0
B,Basic,Online,94,62,0,36,0
B,Basic,Online,10,97,0,36,0
B,Basic,Online,9,36,0,26,0
B,Basic,Online,7,41,0,36,0
B,Basic,Online,29,36,0,36,0
B,Basic,Online,19,21,0,51,0
B,Basic,Online,95,20,0,36,0
B,Basic,Online,28,112,0,36,0
B,Basic,Online,21,20,0,64,0
B,Basic,Online,15,74,0,36,0
B,Basic,Online,76,84,0,36,0
B,Basic,Online,86,34,0,36,0
B,Basic,Online,50,30,0,36,0
B,Basic,Online,23,112,0,59,0
B,Basic,Online,5,20,0,20,0
B,Basic,Online,14,20,0,36,0
K,Basic,Online,23,80,0,50,0
K,Basic,Online,78,55,0,36,0
K,Basic,Online,2,80,0,48,0
K,Basic,Online,125,60,0,36,0
K,Basic,Online,13,34,0,30,0
K,Basic,Online,235,15,0,36,0
K,Basic,Online,43,10,0,36,0
K,Basic,Online,67,15,0,36,0
K,Basic,Online,23,11,0,36,0
K,Basic,Online,122,80,0,36,0
K,Basic,Online,8,32,0,36,0
K,Basic,Online,25,19,0,36,0
K,Basic,Online,20,71,0,41,0
K,Basic,Online,183,10,0,36,0
K,Basic,Online,18,18,0,36,0
K,Basic,Online,17,27,0,36,0
K,Basic,Online,3,10,0,36,0
K,Basic,Online,3,16,0,36,0
K,Basic,Online,44,79,0,27,0
K,Basic,Online,1,24,0,36,0
K,Basic,Online,49,18,0,36,0
K,Basic,Online,3,10,0,54,0
K,Basic,Online,20,42,0,36,0
K,Basic,Online,44,76,0,65,0
K,Basic,Online,24,10,0,38,0
K,Basic,Online,20,10,0,36,0
K,Basic,Online,8,27,0,36,0
K,Basic,Online,64,27,0,36,0
K,Basic,Online,60,10,0,27,0
K,Basic,Online,7,53,0,36,0
K,Basic,Online,39,47,0,36,0
K,Basic,Online,44,10,0,20,0
K,Basic,Online,5,11,0,36,0
K,Basic,Online,4,10,0,40,0
K,Basic,Online,7,18,0,36,0
K,Basic,Online,28,13,0,36,0
K,Basic,Online,8,25,0,36,0
K,Basic,Online,10,14,0,36,0
K,Basic,Online,36,23,0,36,0
K,Basic,Online,19,19,0,36,0
A,Basic,Online,18,20,0,36,0
A,Basic,Online,2,22,0,26,0
A,Basic,Online,4,20,0,36,0
A,Basic,Online,2,24,0,73,0
A,Basic,Online,4,20,0,36,0
A,Basic,Online,42,20,0,40,0
Z,Premium,Online,50,60,24,118,0
Z,Premium,Online,146,420,168,118,0
Z,Basic,Online,35,33,12.54,48,0
Z,Basic,Online,17,28,10.64,48,0
W,Premium,Online,94,11.7,3.28,48,0
W,Premium,Online,78,4.17,1.17,48,0
W,Premium,Online,110,1.35,0.38,48,0
W,Premium,Online,110,1.35,0.38,48,0
W,Premium,Online,136,2.47,0.69,48,0
O,Basic,Offline,364,97,0,39,0
O,Basic,Offline,364,97,0,39,0
O,Basic,Offline,364,97,0,47,0
O,Basic,Offline,365,97,0,41,1
O,Basic,Offline,365,97,0,28,0
I,Premium,Online,34,22,7.7,37,0
I,Premium,Online,8,22,7.7,58,0
I,Premium,Online,23,22,7.7,57,0
I,Premium,Online,9,35,12.25,36,0
Z,Premium,Online,2,36,12.6,44,0
Z,Premium,Online,233,45,15.75,52,0
Z,Premium,Online,6,45,15.75,47,0
Z,Premium,Online,27,58,20.3,50,0
J,Premium,Online,35,35.5,8.88,26,0
J,Premium,Online,16,29.5,7.38,28,0
J,Premium,Online,31,77,19.25,24,0
J,Premium,Online,26,34.5,8.63,34,0
J,Premium,Online,67,17.55,4.39,56,0
J,Premium,Online,67,17.55,4.39,59,0
J,Premium,Online,21,34.5,8.63,29,0
J,Premium,Online,40,53.5,13.38,27,0
J,Premium,Online,5,18,4.5,40,0
J,Premium,Online,13,17,4.25,27,0
J,Premium,Online,22,34.5,8.63,57,0
J,Premium,Online,17,13.5,3.38,69,0
J,Premium,Online,21,23,5.75,46,0
J,Premium,Online,26,40.5,10.13,27,0
J,Premium,Online,5,13.5,3.38,33,0
J,Premium,Online,8,17,4.25,21,0
J,Premium,Online,27,13.5,3.38,30,0
J,Premium,Online,16,34.5,8.63,48,0
J,Premium,Online,10,13.5,3.38,29,0
J,Premium,Online,118,149.5,37.38,32,0
R,Premium,Online,44,41.5,10.38,46,0
R,Premium,Online,104,228.5,57.13,53,1
R,Premium,Online,5,28.5,7.13,32,0
R,Premium,Online,10,18.5,4.63,36,0
R,Premium,Online,88,25,6.25,66,0
R,Premium,Online,94,18.5,4.63,28,0
R,Premium,Online,21,49.5,12.38,34,1
R,Premium,Online,14,33.5,8.38,54,1
R,Premium,Online,22,54.5,13.63,36,0
R,Premium,Online,165,25,6.25,46,0
R,Premium,Online,11,33.5,8.38,23,0
N,Premium,Online,34,104,26,55,0
N,Premium,Online,16,63.7,15.93,25,0
Q,Basic,Online,7,49.5,29.7,57,0
Q,Basic,Online,7,19.8,11.88,29,0
Q,Basic,Online,15,39.6,23.76,31,0
Q,Basic,Online,36,39.6,23.76,31,0
Q,Basic,Online,28,79.2,47.52,50,0
Q,Basic,Online,11,108.9,65.34,31,0
Q,Basic,Online,151,69.3,41.58,31,0
Q,Basic,Online,5,29.7,17.82,31,0
Q,Basic,Online,36,39.6,23.76,34,0
Q,Basic,Online,41,108.9,65.34,36,0
Q,Basic,Online,98,39.6,23.76,46,0
Q,Basic,Online,23,89.1,53.46,45,0
Q,Basic,Online,15,29.7,17.82,30,0
Q,Basic,Online,21,29.7,17.82,33,0
Q,Basic,Online,19,39.6,23.76,24,0
Q,Basic,Online,36,0,17.82,44,0
Q,Basic,Online,15,49.5,29.7,44,0
Q,Basic,Online,3,19.8,11.88,30,0
Q,Basic,Online,22,29.7,17.82,36,0
Q,Basic,Online,41,69.3,41.58,26,0
Q,Basic,Online,26,19.8,11.88,24,0
Q,Basic,Online,7,29.7,17.82,38,0
Q,Basic,Online,38,29.7,17.82,32,0
Q,Basic,Online,19,49.5,29.7,31,0
B,Basic,Online,19,39,0,36,1
B,Basic,Online,4,32,0,36,0
B,Basic,Online,22,22,0,25,0
B,Basic,Online,21,112,0,25,0
B,Basic,Online,36,20,0,27,0
B,Basic,Online,7,29,0,39,0
B,Basic,Online,25,39,0,36,0
B,Basic,Online,113,20,0,36,0
B,Basic,Online,8,20,0,36,0
B,Basic,Online,13,97,0,36,0
B,Basic,Online,12,20,0,36,0
B,Basic,Online,42,80,0,36,0
B,Basic,Online,27,104,0,36,0
B,Basic,Online,5,33,0,36,0
B,Basic,Online,10,21,0,36,0
B,Basic,Online,35,34,0,36,0
B,Basic,Online,16,89,0,36,0
B,Basic,Online,39,22,0,36,0
B,Basic,Online,84,53,0,36,0
B,Basic,Online,30,20,0,35,0
B,Basic,Online,12,30,0,36,0
B,Basic,Online,21,20,0,36,0
B,Basic,Online,9,21,0,36,0
B,Basic,Online,39,20,0,36,0
B,Basic,Online,7,22,0,36,0
B,Basic,Online,10,37,0,36,0
B,Basic,Online,41,61,0,36,0
B,Basic,Online,29,36,0,36,0
B,Basic,Online,12,22,0,53,0
B,Basic,Online,35,100,0,36,0
B,Basic,Online,126,20,0,36,0
K,Basic,Online,3,13,0,36,0
K,Basic,Online,4,36,0,36,0
K,Basic,Online,23,10,0,27,0
K,Basic,Online,23,39,0,36,0
K,Basic,Online,56,11,0,41,0
K,Basic,Online,29,20,0,36,0
K,Basic,Online,10,80,0,36,0
K,Basic,Online,1,57,0,36,0
K,Basic,Online,4,10,0,36,0
K,Basic,Online,5,10,0,20,0
K,Basic,Online,38,11,0,43,0
K,Basic,Online,22,80,0,55,0
K,Basic,Online,8,33,0,36,0
K,Basic,Online,7,24,0,36,0
K,Basic,Online,22,16,0,36,0
K,Basic,Online,44,55,0,36,0
K,Basic,Online,189,47,0,36,0
K,Basic,Online,7,23,0,36,0
K,Basic,Online,84,13,0,36,0
K,Basic,Online,128,16,0,36,0
K,Basic,Online,4,10,0,36,0
K,Basic,Online,7,30,0,36,0
K,Basic,Online,16,80,0,31,0
K,Basic,Online,4,13,0,37,0
K,Basic,Online,17,29,0,36,0
K,Basic,Online,51,10,0,36,0
K,Basic,Online,28,35,0,36,0
K,Basic,Online,12,58,0,36,0
K,Basic,Online,35,76,0,36,0
K,Basic,Online,5,29,0,36,0
K,Basic,Online,30,14,0,25,0
K,Basic,Online,28,39,0,36,0
K,Basic,Online,29,25,0,36,0
K,Basic,Online,16,63,0,36,0
K,Basic,Online,68,57,0,36,0
K,Basic,Online,69,20,0,36,0
K,Basic,Online,14,10,0,36,0
K,Basic,Online,22,0,0,36,0
K,Basic,Online,12,11,0,23,0
K,Basic,Online,38,20,0,48,0
K,Basic,Online,4,10,0,36,0
A,Basic,Online,17,20,0,27,0
A,Basic,Online,64,107,0,45,0
A,Basic,Online,15,20,0,36,0
A,Basic,Online,47,20,0,36,0
A,Basic,Online,2,20,0,36,0
A,Basic,Online,8,20,0,36,0
A,Basic,Online,12,20,0,36,0
Z,Premium,Online,166,288,115.2,118,0
P,Basic,Online,106,111,42.18,48,0
Z,Premium,Online,28,15,6,40,0
W,Premium,Online,109,1.35,0.38,48,0
W,Premium,Online,28,4.19,1.18,48,0
W,Premium,Online,82,0.74,0.21,48,0
W,Premium,Online,93,9.13,2.56,48,0
W,Premium,Online,111,10.04,2.81,48,0
W,Premium,Online,93,11.7,3.28,48,0
W,Premium,Online,151,12.35,3.46,48,0
W,Premium,Online,82,0.74,0.21,48,0
O,Basic,Offline,368,97,0,63,0
O,Basic,Offline,365,97,0,29,0
O,Basic,Offline,368,97,0,28,0
I,Premium,Online,15,22,7.7,38,0
I,Premium,Online,32,22,7.7,59,0
I,Premium,Online,7,22,7.7,43,0
I,Premium,Online,3,18,6.3,63,0
I,Premium,Online,84,44,15.4,31,0
I,Premium,Online,74,26,9.1,59,0
I,Premium,Online,8,26,9.1,38,0
I,Premium,Online,17,35,12.25,44,0
I,Premium,Online,229,22,7.7,40,0
I,Premium,Online,13,18,6.3,39,0
Z,Premium,Online,1,55,19.25,25,0
C,Premium,Online,10,30.39,10.64,48,0
C,Premium,Online,11,5.14,1.8,48,0
J,Premium,Online,41,13.5,3.38,28,0
J,Premium,Online,156,29.5,7.38,52,0
J,Premium,Online,13,13.5,3.38,32,0
J,Premium,Online,8,11.5,2.88,25,0
J,Premium,Online,68,47,11.75,35,0
J,Premium,Online,5,18,4.5,41,0
J,Premium,Online,8,18,4.5,35,0
J,Premium,Online,42,80.6,20.15,31,0
J,Premium,Online,46,23.5,5.88,48,0
J,Premium,Online,27,53.5,13.38,39,0
J,Premium,Online,93,53.5,13.38,38,0
J,Premium,Online,48,34.5,8.63,28,0
J,Premium,Online,41,23.5,5.88,45,0
J,Premium,Online,2,11.5,2.88,33,0
J,Premium,Online,4,13.5,3.38,33,0
J,Premium,Online,83,18,4.5,39,0
J,Premium,Online,21,29.5,7.38,60,0
J,Premium,Online,168,29.5,7.38,30,1
J,Premium,Online,38,40.5,10.13,31,0
J,Premium,Online,7,23.5,5.88,34,0
J,Premium,Online,34,18,4.5,41,0
J,Premium,Online,34,23.5,5.88,27,0
J,Premium,Online,11,23.5,5.88,26,0
J,Premium,Online,19,53.5,13.38,39,0
J,Premium,Online,11,29.5,7.38,59,0
J,Premium,Online,17,23.5,5.88,26,0
J,Premium,Online,20,29.5,7.38,24,0
J,Premium,Online,20,34.5,8.63,29,0
J,Premium,Online,34,72,18,26,0
J,Premium,Online,9,35.5,8.88,40,0
J,Premium,Online,7,18,4.5,52,0
J,Premium,Online,10,29.5,7.38,24,0
R,Premium,Online,6,18.5,4.63,40,0
R,Premium,Online,11,33.5,8.38,72,0
R,Premium,Online,15,54.5,13.63,47,0
R,Premium,Online,70,63.5,15.88,28,0
R,Premium,Online,21,72,18,32,0
R,Premium,Online,7,18.5,4.63,50,0
R,Premium,Online,41,25,6.25,46,0
R,Premium,Online,13,41.5,10.38,37,0
R,Premium,Online,13,0,10.38,37,0
R,Premium,Online,15,18.5,4.63,46,0
R,Premium,Online,29,84.5,21.13,24,0
R,Premium,Online,20,72,18,38,0
R,Premium,Online,172,324.5,81.13,27,0
N,Premium,Online,62,59.5,14.88,48,0
N,Premium,Online,23,49,12.25,49,0
N,Premium,Online,9,36.5,9.13,22,1
N,Premium,Online,49,91,22.75,31,0
E,Premium,Online,364,252.85,63.21,48,0
E,Premium,Online,370,187.85,46.96,43,0
E,Premium,Online,365,252.85,63.21,53,0
E,Premium,Online,375,252.85,63.21,21,0
Q,Basic,Online,19,29.7,17.82,39,0
Q,Basic,Online,16,69.3,41.58,62,0
Q,Basic,Online,77,29.7,17.82,61,0
Q,Basic,Online,4,29.7,17.82,50,0
Q,Basic,Online,40,9.9,5.94,28,0
Q,Basic,Online,182,49.5,29.7,30,0
Q,Basic,Online,9,0,41.58,58,0
Q,Basic,Online,14,29.7,17.82,60,0
Q,Basic,Online,63,39.6,23.76,39,0
Q,Basic,Online,16,69.3,41.58,57,0
Q,Basic,Online,130,19.8,11.88,30,0
Q,Basic,Online,20,99,59.4,51,0
Q,Basic,Online,40,69.3,41.58,42,0
Q,Basic,Online,13,19.8,11.88,34,0
Q,Basic,Online,45,69.3,41.58,51,0
Q,Basic,Online,195,0,11.88,31,0
Q,Basic,Online,108,0,5.94,31,0
Q,Basic,Online,11,19.8,11.88,24,0
Q,Basic,Online,15,39.6,23.76,27,0
Q,Basic,Online,7,29.7,17.82,31,0
Q,Basic,Online,179,39.6,23.76,25,0
B,Basic,Online,21,21,0,36,0
B,Basic,Online,19,20,0,36,0
B,Basic,Online,21,33,0,36,0
B,Basic,Online,12,50,0,36,0
B,Basic,Online,23,20,0,67,0
B,Basic,Online,41,21,0,36,0
B,Basic,Online,2,20,0,36,0
B,Basic,Online,11,43,0,36,0
B,Basic,Online,68,72,0,36,0
B,Basic,Online,51,112,0,36,0
B,Basic,Online,20,20,0,31,0
B,Basic,Online,20,20,0,31,0
B,Basic,Online,68,36,0,36,0
B,Basic,Online,49,20,0,36,0
B,Basic,Online,22,21,0,36,0
B,Basic,Online,10,0,0,36,0
B,Basic,Online,10,31,0,36,0
B,Basic,Online,14,26,0,36,0
B,Basic,Online,116,20,0,36,0
B,Basic,Online,10,100,0,30,0
B,Basic,Online,64,28,0,36,0
B,Basic,Online,14,46,0,36,0
B,Basic,Online,9,33,0,36,0
B,Basic,Online,81,84,0,62,0
B,Basic,Online,20,112,0,53,0
B,Basic,Online,21,26,0,36,0
B,Basic,Online,41,20,0,36,0
B,Basic,Online,8,20,0,28,0
B,Basic,Online,14,39,0,36,0
B,Basic,Online,16,20,0,36,0
B,Basic,Online,21,21,0,46,0
B,Basic,Online,16,36,0,36,0
B,Basic,Online,37,28,0,36,0
B,Basic,Online,10,33,0,36,0
B,Basic,Online,76,28,0,36,0
B,Basic,Online,76,28,0,36,0
B,Basic,Online,172,99,0,46,0
B,Basic,Online,10,27,0,45,0
B,Basic,Online,32,20,0,36,0
B,Basic,Online,27,50,0,52,0
B,Basic,Online,13,35,0,36,0
B,Basic,Online,34,41,0,36,0
K,Basic,Online,12,40,0,36,0
K,Basic,Online,41,10,0,36,0
K,Basic,Online,4,11,0,36,0
K,Basic,Online,10,17,0,51,0
K,Basic,Online,42,10,0,36,0
K,Basic,Online,25,80,0,21,0
K,Basic,Online,12,61,0,47,0
K,Basic,Online,10,15,0,36,0
K,Basic,Online,5,12,0,40,0
K,Basic,Online,53,62,0,36,0
K,Basic,Online,29,16,0,36,0
K,Basic,Online,14,66,0,36,0
K,Basic,Online,16,12,0,36,0
K,Basic,Online,19,47,0,36,0
K,Basic,Online,29,20,0,40,0
K,Basic,Online,7,14,0,36,0
K,Basic,Online,145,56,0,36,0
K,Basic,Online,8,10,0,36,0
K,Basic,Online,5,11,0,33,0
K,Basic,Online,62,0,0,54,0
K,Basic,Online,184,62,0,36,0
K,Basic,Online,21,22,0,36,0
K,Basic,Online,21,77,0,36,0
K,Basic,Online,64,10,0,36,0
K,Basic,Online,15,15,0,36,0
K,Basic,Online,5,22,0,36,0
K,Basic,Online,3,18,0,36,0
K,Basic,Online,41,24,0,36,0
K,Basic,Online,4,10,0,26,0
K,Basic,Online,5,10,0,26,0
K,Basic,Online,2,10,0,36,0
K,Basic,Online,50,22,0,36,0
K,Basic,Online,7,10,0,32,0
K,Basic,Online,11,21,0,36,0
K,Basic,Online,9,22,0,36,0
K,Basic,Online,34,17,0,36,0
K,Basic,Online,32,10,0,36,0
K,Basic,Online,5,13,0,36,0
K,Basic,Online,10,38,0,36,0
K,Basic,Online,30,16,0,36,0
K,Basic,Online,9,15,0,36,0
K,Basic,Online,12,67,0,36,0
K,Basic,Online,16,10,0,51,0
K,Basic,Online,7,42,0,36,0
K,Basic,Online,26,10,0,57,0
K,Basic,Online,35,10,0,29,0
K,Basic,Online,52,80,0,31,0
K,Basic,Online,3,25,0,36,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,3,13,0,36,0
K,Basic,Online,8,14,0,41,0
K,Basic,Online,25,13,0,36,0
K,Basic,Online,6,22,0,36,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,8,15,0,36,0
K,Basic,Online,10,13,0,28,0
K,Basic,Online,10,13,0,29,0
A,Basic,Online,4,20,0,36,0
A,Basic,Online,1,20,0,36,0
A,Basic,Online,22,21,0,36,0
A,Basic,Online,10,20,0,56,0
A,Basic,Online,4,26,0,36,0
A,Basic,Online,56,29,0,56,0
Z,Premium,Online,171,31,12.4,118,0
Z,Premium,Online,69,31,12.4,118,0
Z,Basic,Online,12,33,12.54,48,0
Z,Premium,Online,28,15,6,34,0
Z,Premium,Online,37,23,9.2,34,0
Z,Premium,Online,3,15,6,47,0
W,Premium,Online,5,2.12,0.59,48,0
W,Premium,Online,11,7,1.96,48,0
W,Premium,Online,42,10.75,3.02,48,0
W,Premium,Online,55,16.4,4.6,48,0
O,Basic,Offline,364,97,0,26,0
O,Basic,Offline,364,97,0,33,0
I,Premium,Online,5,22,7.7,69,0
I,Premium,Online,41,22,7.7,30,0
I,Premium,Online,91,35,12.25,31,0
I,Premium,Online,2,22,7.7,46,0
I,Premium,Online,15,22,7.7,47,0
I,Premium,Online,7,0,6.3,69,0
I,Premium,Online,4,18,6.3,59,0
I,Premium,Online,28,35,12.25,44,0
I,Premium,Online,24,26,9.1,61,0
I,Premium,Online,41,35,12.25,25,0
I,Premium,Online,42,50,17.5,35,0
I,Premium,Online,7,22,7.7,60,0
I,Premium,Online,2,22,7.7,39,0
I,Premium,Online,80,30,10.5,53,0
I,Premium,Online,244,56,19.6,39,0
I,Premium,Online,22,26,9.1,40,0
I,Premium,Online,14,22,7.7,59,0
I,Premium,Online,13,30,10.5,47,0
Z,Premium,Online,13,36,12.6,24,0
Z,Premium,Online,44,83,29.05,48,0
B,Basic,Offline,20,20,0,118,0
M,Basic,Offline,76,29,9.57,32,0
P,Basic,Online,89,0,42.18,22,0
C,Premium,Online,31,52.35,18.32,48,0
J,Premium,Online,15,23.5,5.88,35,0
J,Premium,Online,54,0,8.88,31,0
J,Premium,Online,25,72,18,26,0
J,Premium,Online,36,62,15.5,28,1
J,Premium,Online,4,17.55,4.39,32,0
J,Premium,Online,40,46.15,11.54,28,0
J,Premium,Online,12,29.5,7.38,33,0
J,Premium,Online,30,0,13.38,28,0
